character_name,traits,category,traints
jeff goldblum,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
tom hiddleston,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
zee pruk panich,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
caleb mclaughlin,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
laura surrich,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
bill pullman,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
william hurt,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
noah schnapp,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
steve carell,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
will patton,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
leslie mann,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
sarah shahi,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
laura dern,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
kristen stewart,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
betty gilpin,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
woody harrelson,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
jamie foxx,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
james mcavoy,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
gemma arterton,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
jet li,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
boyd holbrook,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
belinda gavin,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
brianna hildebrand,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
sean bean,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
paul dano,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
harris dickinson,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
jodie turner-smith,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
ian mckellen,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
charles dance,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
richard roxburgh,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
dolph lundgren,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
tyler hoechlin,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
lauren german,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
daryl hannah,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
dwayne johnson,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
mary mouser,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
paula patton,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
george mackay,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
carrie coon,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
charlie hunnam,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
jaime pressly,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
bob odenkirk,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
joseph quinn,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
sofia kappel,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
tong thanayut thakoonauttaya,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
stephanie beatriz,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
ian mcshane,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
amy smart,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
max mittelman,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
elle fanning,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
robin wright,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
madelyn cline,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
javier bardem,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
min jung,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
james caan,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
jenna coleman,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
tom skerritt,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
orlando bloom,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
monica barbaro,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
bolo yeung,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
kurt russell,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
michael keaton,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
tim roth,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
emily bloom,"[""['is_female']""]",Art,['is_female']
elisha cuthbert,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
pedro pascal,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
thengai srinivasan,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
tommy lee jones,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
kevin hart,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
jacob bertrand,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
ben affleck,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
margot robbie,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
michael shannon,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
steve zahn,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
zoe saldaña,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
perth nakhun screaigh,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
inbar lavi,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
tanaya beatty,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
alicia vikander,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
drew barrymore,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
john travolta,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
christopher lloyd,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
cate blanchett,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
sharon stone,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
christina hendricks,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
madeleine mcgraw,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
ron perlman,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
bobby lee,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
ryan phillippe,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
thomas doherty,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
mike angelo,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
park byung-eun,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
billy zane,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
dave bautista,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
morena baccarin,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
j.k. simmons,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
david tennant,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
leelee sobieski,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
ludacris,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
ahn so-hee,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
jeremy renner,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
chiwetel ejiofor,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
dominique mcelligott,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
gal gadot,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
james marsden,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
pam grier,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
ritu arya,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
keira knightley,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
eric bana,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
peter dinklage,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
ross lynch,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
erin moriarty,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
joanne whalley,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
josephine langford,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
dave franco,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
lucy hale,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
lisa kudrow,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
olga kurylenko,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
guy pearce,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
phoebe cates,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
elliot page,"[""['is_actor']""]",Acting,['is_actor']
kerem bürsin,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
johnny knoxville,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
sophie rundle,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
jamilla obispo,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
elisabeth shue,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
anne winters,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
adam sandler,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
amy adams,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
thora birch,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
vince vaughn,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
reese witherspoon,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
matt dillon,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
tamannaah bhatia,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
yoon yool,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
emma watson,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
antonio banderas,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
tim matheson,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
thomas jane,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
c. thomas howell,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
jeanne tripplehorn,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
alice eve,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
cynthia addai-robinson,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
seth rogen,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
jude law,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
paul bettany,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
charlie heaton,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
rose leslie,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
rebecca hall,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
beau bridges,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
thomasin mckenzie,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
téa leoni,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
jean reno,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
john cusack,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
jin si-ah,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
nancy jewel mcdonie,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
kim tae-hyung,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
natascha mcelhone,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
eddie redmayne,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
bailee madison,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
jamie campbell bower,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
lauren cohan,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
pom klementieff,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
pilou asbæk,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
lucas jade zumann,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
bill nighy,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
emma mackey,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
natasha henstridge,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
viggo mortensen,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
michele morrone,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
josh hartnett,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
jon favreau,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
andrew scott,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
clancy brown,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
robyn lively,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
takeshi kitano,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
carla gugino,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
yoona,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
cybill shepherd,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
saoirse ronan,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
tae hee,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
caner cindoruk,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
david thewlis,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
diego luna,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
dennis quaid,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
sophie marceau,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
sam worthington,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
amanda peet,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
christian slater,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
penélope cruz,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
jing tian,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
jeff satur,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
peter weller,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
jeffrey dean morgan,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
maxim baldry,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
christina ricci,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
willem dafoe,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
joely richardson,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
mackenzie davis,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
robert knepper,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
julia roberts,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
eden brolin,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
malin åkerman,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
gwyneth paltrow,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
garto pannawit phattanasiri,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
mickey rourke,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
elizabeth debicki,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
juno temple,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
aaron taylor-johnson,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
sam raimi,"[""['is_male'"", "" 'is_director']""]",Directing,"['is_male', 'is_director']"
kim soo-ji,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
mary elizabeth winstead,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
zoë kravitz,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
jason mantzoukas,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
charlie murphy,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
michelle pfeiffer,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
lisa ann walter,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
tony dalton,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
ha yoon-kyung,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
olivia dejonge,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
michael b. jordan,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
tim allen,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
ben schwartz,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
ruby o. fee,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
diane kruger,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
martha plimpton,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
ashley greene,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
paget brewster,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
manny montana,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
bruce mcgill,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
frank grillo,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
